row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
b1588,box,POST,/users/{user_id}/avatar,post_users_id_avatar,Add or update user avatar,Adds or updates a user avatar.,w,high,ii plain create update avatar,buildset-2026-09-18
b1589,box,POST,/shield_information_barriers,post_shield_information_barriers,Create shield information barrier,Creates a shield information barrier to separate individuals/groups within the same firm and prevents confidential information passing between them.,w,high,ii plain create barrier,buildset-2026-09-18
b1590,box,POST,/oauth2/revoke,post_oauth2_revoke,Revoke access token,"Revoke an active Access Token, effectively logging a user out that has been previously authenticated.",x,high,b revokes access token credential,buildset-2026-09-18
b1591,box,DELETE,/group_memberships/{group_membership_id},delete_group_memberships_id,Remove user from group,Deletes a specific group membership. Only admins of this group or users with admin-level permissions will be able to use this API.,x,high,DELETE method wins no restore named,buildset-2026-09-18
b1592,box,DELETE,/shield_information_barrier_segments/{shield_information_barrier_segment_id},delete_shield_information_barrier_segments_id,Delete shield information barrier segment,Deletes the shield information barrier segment based on provided ID.,x,high,a deletes no restore named,buildset-2026-09-18
b1593,box,PUT,/files/{file_id}/metadata/enterprise/securityClassification-6VMVochwUWo,put_files_id_metadata_enterprise_securityClassification-6VMVochwUWo,Update classification on file,"Updates a classification on a file. The classification can only be updated if a classification has already been applied to the file before. When editing classifications, only values are defined for the enterprise will be accepted.",w,high,PUT default w,buildset-2026-09-18
b1594,box,POST,/files/upload_sessions/{upload_session_id}/commit,post_files_upload_sessions_id_commit,Commit upload session,Close an upload session and create a file from the uploaded chunks.,w,low,ii creates file from session,buildset-2026-09-18
b1595,box,DELETE,/files/{file_id}/trash,delete_files_id_trash,Permanently remove file,Permanently deletes a file that is in the trash. This action cannot be undone.,x,high,a cannot be undone stated,buildset-2026-09-18
b1596,box,PUT,/files/{file_id}#remove_shared_link,put_files_id#remove_shared_link,Remove shared link from file,Removes a shared link from a file.,w,low,removing shared link settable back,buildset-2026-09-18
b1597,box,PUT,/files/{file_id}/watermark,put_files_id_watermark,Apply watermark to file,Applies or update a watermark on a file.,w,high,w applies watermark settable back,buildset-2026-09-18
b1598,box,POST,/group_memberships,post_group_memberships,Add user to group,Creates a group membership. Only users with admin-level permissions will be able to use this API.,w,high,ii plain create membership,buildset-2026-09-18
b1599,box,DELETE,/users/{user_id}/email_aliases/{email_alias_id},delete_users_id_email_aliases_id,Remove email alias,Removes an email alias from a user.,x,high,a deletes email alias no restore,buildset-2026-09-18
b1600,box,PUT,/files/{file_id}/metadata/global/boxSkillsCards,put_files_id_metadata_global_boxSkillsCards,Update Box Skill cards on file,Updates one or more Box Skills metadata cards to a file.,w,high,w edits metadata cards,buildset-2026-09-18
b1601,box,POST,/metadata_templates/schema,post_metadata_templates_schema,Create metadata template,Creates a new metadata template that can be applied to files and folders.,w,high,ii plain create metadata template,buildset-2026-09-18
b1602,box,POST,/files/{file_id}/content,post_files_id_content,Upload file version,Update a file's content. For file sizes over 50MB we recommend using the Chunk Upload APIs. # Request body order The `attributes` part of the body must come **before** the `file` part. Requests that do not follow this format when uploading the file will receive a HTTP `400` error with a `metadata_after_file_contents` error code.,w,high,ii plain create file version,buildset-2026-09-18
b1603,box,DELETE,/files/{file_id}/metadata/enterprise/securityClassification-6VMVochwUWo,delete_files_id_metadata_enterprise_securityClassification-6VMVochwUWo,Remove classification from file,"Removes any classifications from a file. This API can also be called by including the enterprise ID in the URL explicitly, for example `/files/:id//enterprise_12345/securityClassification-6VMVochwUWo`.",x,high,a deletes classification no restore,buildset-2026-09-18
b1604,box,PUT,/folders/{folder_id},put_folders_id,Update folder,"Updates a folder. This can be also be used to move the folder, create shared links, update collaborations, and more.",w,high,PUT default edit folder,buildset-2026-09-18
b1605,box,POST,/users/{user_id}/email_aliases,post_users_id_email_aliases,Create email alias,Adds a new email alias to a user account..,w,high,ii plain create alias,buildset-2026-09-18
b1606,box,PUT,/files/{file_id}/metadata/{scope}/{template_key},put_files_id_metadata_id_id,Update metadata instance on file,"Updates a piece of metadata on a file. The metadata instance can only be updated if the template has already been applied to the file before. When editing metadata, only values that match the metadata template schema will be accepted. The update is applied atomically. If any errors occur during the application of the operations, the metadata instance will not be changed.",w,high,PUT default w edits metadata,buildset-2026-09-18
b1607,box,PUT,/retention_policies/{retention_policy_id},put_retention_policies_id,Update retention policy,Updates a retention policy.,w,high,PUT default w,buildset-2026-09-18
b1608,box,POST,/files/{file_id}/copy,post_files_id_copy,Copy file,Creates a copy of a file.,w,high,ii plain create copy,buildset-2026-09-18
b1609,box,PUT,/folders/{folder_id}/watermark,put_folders_id_watermark,Apply watermark to folder,Applies or update a watermark on a folder.,w,high,PUT default w apply setting,buildset-2026-09-18
b1610,box,POST,/webhooks,post_webhooks,Create webhook,Creates a webhook.,w,high,ii plain create webhook,buildset-2026-09-18
b1611,box,PUT,/collaborations/{collaboration_id},put_collaborations_id,Update collaboration,"Updates a collaboration. Can be used to change the owner of an item, or to accept collaboration invites.",w,high,w updates collaboration settable back,buildset-2026-09-18
b1612,box,DELETE,/folders/{folder_id}/metadata/{scope}/{template_key},delete_folders_id_metadata_id_id,Remove metadata instance from folder,Deletes a piece of folder metadata.,x,high,a deletes metadata no restore,buildset-2026-09-18
b1613,box,PUT,/web_links/{web_link_id}#update_shared_link,put_web_links_id#update_shared_link,Update shared link on web link,Updates a shared link on a web link.,w,high,PUT default edits shared link,buildset-2026-09-18
b1614,box,DELETE,/files/{file_id}/versions/{file_version_id},delete_files_id_versions_id,Remove file version,Move a file version to the trash. Versions are only tracked for Box users with premium accounts.,w,high,DELETE goes to trash named,buildset-2026-09-18
b1615,box,PUT,/files/{file_id}#update_shared_link,put_files_id#update_shared_link,Update shared link on file,Updates a shared link on a file.,w,high,w edits shared link settable back,buildset-2026-09-18
b1616,box,PUT,/users/{user_id}/folders/0,put_users_id_folders_0,Transfer owned folders,"Move all of the items (files, folders and workflows) owned by a user into another user's account Only the root folder (`0`) can be transferred. Folders can only be moved across users by users with administrative permissions. All existing shared links and folder-level collaborations are transferred during the operation. Please note that while collaborations at the individual file-level are transferred during the operation, the collaborations are deleted when the original user is deleted. This cal",w,low,PUT default transfers ownership settable back,buildset-2026-09-18
b1617,box,POST,/retention_policies,post_retention_policies,Create retention policy,Creates a retention policy.,w,high,ii plain create retention policy,buildset-2026-09-18
b1618,gitlab,PUT,/v3/projects/{id}/services/assembla,putV3ProjectsIdServicesAssembla,Set assembla service for project,Set assembla service for project,w,high,w sets assembla service settable back,buildset-2026-09-18
b1619,gitlab,PUT,/v3/projects/{id}/services/pipelines-email,putV3ProjectsIdServicesPipelinesEmail,Set pipelines-email service for project,Set pipelines-email service for project,w,high,put default set service,buildset-2026-09-18
b1620,gitlab,PUT,/v3/projects/{id}/snippets/{snippet_id},putV3ProjectsIdSnippetsSnippetId,Update an existing project snippet,Update an existing project snippet,w,high,w edits snippet,buildset-2026-09-18
b1621,gitlab,DELETE,/v3/users/{id}/emails/{email_id},deleteV3UsersIdEmailsEmailId,Delete an email address of a specified user. Available only for admins.,Delete an email address of a specified user. Available only for admins.,x,high,a deletes email no restore,buildset-2026-09-18
b1622,gitlab,DELETE,/v3/projects/{id}/keys/{key_id},deleteV3ProjectsIdKeysKeyId,Delete deploy key for a project,Delete deploy key for a project,x,high,a deletes key no restore,buildset-2026-09-18
b1623,gitlab,PUT,/v3/projects/{id}/services/bamboo,putV3ProjectsIdServicesBamboo,Set bamboo service for project,Set bamboo service for project,w,high,w sets service config,buildset-2026-09-18
b1624,gitlab,DELETE,/v3/projects/{id}/snippets/{snippet_id},deleteV3ProjectsIdSnippetsSnippetId,Delete a project snippet,Delete a project snippet,x,high,a deletes snippet no restore,buildset-2026-09-18
b1625,gitlab,PUT,/v3/projects/{id}/services/buildkite,putV3ProjectsIdServicesBuildkite,Set buildkite service for project,Set buildkite service for project,w,high,PUT default w,buildset-2026-09-18
b1626,gitlab,PUT,/v3/projects/{id}/environments/{environment_id},putV3ProjectsIdEnvironmentsEnvironmentId,Updates an existing environment,This feature was introduced in GitLab 8.11.,w,high,w updates environment settable back,buildset-2026-09-18
b1627,gitlab,POST,/v3/projects/{id}/merge_requests/{subscribable_id}/subscription,postV3ProjectsIdMergeRequestsSubscribableIdSubscription,Subscribe to a resource,Subscribe to a resource,w,high,ii plain create subscription settable back,buildset-2026-09-18
b1628,gitlab,POST,/v3/projects/{id}/issues,postV3ProjectsIdIssues,Create a new project issue,Create a new project issue,w,high,ii plain create issue,buildset-2026-09-18
b1629,gitlab,POST,/v3/projects/{id}/statuses/{sha},postV3ProjectsIdStatusesSha,Post status to a commit,Post status to a commit,w,high,ii plain create status,buildset-2026-09-18
b1630,gitlab,POST,/v3/groups/{id}/members,postV3GroupsIdMembers,Adds a member to a group or project.,Adds a member to a group or project.,w,high,ii plain create add member,buildset-2026-09-18
b1631,gitlab,DELETE,/v3/projects/{id}/variables/{key},deleteV3ProjectsIdVariablesKey,Delete an existing variable from a project,Delete an existing variable from a project,x,high,DELETE method wins removes variable,buildset-2026-09-18
b1632,gitlab,POST,/v3/projects/{id}/services/slack_slash_commands/trigger,postV3ProjectsIdServicesSlackSlashCommandsTrigger,Trigger a slash command for slack-slash-commands,Added in GitLab 8.13,x,high,e triggers slack command executes,buildset-2026-09-18
b1633,gitlab,PUT,/v3/projects/{id}/services/irker,putV3ProjectsIdServicesIrker,Set irker service for project,Set irker service for project,w,high,put default set service,buildset-2026-09-18
b1634,gitlab,PUT,/v3/projects/{id}/repository/files,putV3ProjectsIdRepositoryFiles,Update existing file in repository,Update existing file in repository,w,high,put default w update file,buildset-2026-09-18
b1635,gitlab,DELETE,/v3/hooks/{id},deleteV3HooksId,Delete a hook,Delete a hook,x,high,a deletes hook no restore,buildset-2026-09-18
b1636,gitlab,DELETE,/v3/groups/{id}/access_requests/{user_id},deleteV3GroupsIdAccessRequestsUserId,Denies an access request for the given user.,This feature was introduced in GitLab 8.11.,x,high,DELETE method wins no restore named,buildset-2026-09-18
b1637,gitlab,PUT,/v3/projects/{id}/issues/{issue_id},putV3ProjectsIdIssuesIssueId,Update an existing issue,Update an existing issue,w,high,w edits issue,buildset-2026-09-18
b1638,gitlab,POST,/v3/projects/{id}/repository/tags/{tag_name}/release,postV3ProjectsIdRepositoryTagsTagNameRelease,Add a release note to a tag,Add a release note to a tag,w,high,ii plain create release note,buildset-2026-09-18
b1639,gitlab,DELETE,/v3/runners/{id},deleteV3RunnersId,Remove a runner,Remove a runner,x,high,a deletes runner no restore,buildset-2026-09-18
b1640,gitlab,POST,/v3/projects/{id}/keys/{key_id}/enable,postV3ProjectsIdKeysKeyIdEnable,Enable a deploy key for a project,This feature was added in GitLab 8.11,w,high,toggle enable has disable,buildset-2026-09-18
b1641,gitlab,POST,/v3/groups,postV3Groups,Create a group. Available only for users who can create groups.,Create a group. Available only for users who can create groups.,w,high,ii plain create group,buildset-2026-09-18
b1642,gitlab,POST,/v3/projects/{id}/merge_requests/{merge_request_id}/add_spent_time,postV3ProjectsIdMergeRequestsMergeRequestIdAddSpentTime,Add spent time for a project merge_request,Add spent time for a project merge_request,w,high,iii adds spent time existing item,buildset-2026-09-18
b1643,gitlab,DELETE,/v3/groups/{id},deleteV3GroupsId,Remove a group.,Remove a group.,x,high,a deletes group no restore,buildset-2026-09-18
b1644,gitlab,DELETE,/v3/projects/{id}/hooks/{hook_id},deleteV3ProjectsIdHooksHookId,Deletes project hook,Deletes project hook,x,high,a deletes project hook no restore,buildset-2026-09-18
b1645,gitlab,POST,/v3/projects/{id}/merge_requests/{noteable_id}/notes,postV3ProjectsIdMergeRequestsNoteableIdNotes,Create a new +noteable+ note,Create a new +noteable+ note,w,high,ii plain create of note,buildset-2026-09-18
b1646,gitlab,PUT,/v3/users/{id}/unblock,putV3UsersIdUnblock,Unblock a user. Available only for admins.,Unblock a user. Available only for admins.,w,high,toggle unblock has block,buildset-2026-09-18
b1647,gitlab,POST,/v3/projects/{id}/snippets/{snippet_id}/award_emoji,postV3ProjectsIdSnippetsSnippetIdAwardEmoji,Award a new Emoji,This feature was introduced in 8.9,w,high,ii plain create emoji award,buildset-2026-09-18
b1648,gitlab,DELETE,/v3/projects/{id}/merge_requests/{noteable_id}/notes/{note_id},deleteV3ProjectsIdMergeRequestsNoteableIdNotesNoteId,Delete a +noteable+ note,Delete a +noteable+ note,x,high,DELETE method wins removes note,buildset-2026-09-18
b1649,gitlab,DELETE,/v3/projects/{id}/issues/{issue_id}/award_emoji/{award_id},deleteV3ProjectsIdIssuesIssueIdAwardEmojiAwardId,Delete a +awardables+ award emoji,This feature was introduced in 8.9,x,high,delete method no trash,buildset-2026-09-18
b1650,gitlab,POST,/v3/projects/{id}/pipelines/{pipeline_id}/retry,postV3ProjectsIdPipelinesPipelineIdRetry,Retry failed builds in the pipeline,This feature was introduced in GitLab 8.11.,x,high,e retries pipeline triggers run,buildset-2026-09-18
b1651,gitlab,POST,/v3/projects/{id}/issues/{issue_id}/time_estimate,postV3ProjectsIdIssuesIssueIdTimeEstimate,Set a time estimate for a project issue,Set a time estimate for a project issue,w,high,w sets time estimate settable back,buildset-2026-09-18
b1652,gitlab,POST,/v3/users,postV3Users,Create a user. Available only for admins.,Create a user. Available only for admins.,w,high,ii plain create user,buildset-2026-09-18
b1653,gitlab,PUT,/v3/projects/{id}/services/slack-slash-commands,putV3ProjectsIdServicesSlackSlashCommands,Set slack-slash-commands service for project,Set slack-slash-commands service for project,w,high,w sets service config,buildset-2026-09-18
b1654,gitlab,PUT,/v3/projects/{id}/services/teamcity,putV3ProjectsIdServicesTeamcity,Set teamcity service for project,Set teamcity service for project,w,high,w sets service config,buildset-2026-09-18
b1655,gitlab,POST,/v3/projects/{id}/repository/tags,postV3ProjectsIdRepositoryTags,Create a new repository tag,Create a new repository tag,w,high,ii plain create tag,buildset-2026-09-18
b1656,gitlab,PUT,/v3/groups/{id},putV3GroupsId,Update a group. Available only for users who can administrate groups.,Update a group. Available only for users who can administrate groups.,w,high,put default update group,buildset-2026-09-18
b1657,gitlab,PUT,/v3/projects/{id}/notification_settings,putV3ProjectsIdNotificationSettings,"Update project level notification level settings, defaults to Global",This feature was introduced in GitLab 8.12,w,high,PUT default w,buildset-2026-09-18
b1658,gitlab,PUT,/v3/snippets/{id},putV3SnippetsId,Update an existing snippet,This feature was introduced in GitLab 8.15.,w,high,w edits snippet,buildset-2026-09-18
b1659,gitlab,PUT,/v3/projects/{id}/services/jira,putV3ProjectsIdServicesJira,Set jira service for project,Set jira service for project,w,high,w sets jira service config,buildset-2026-09-18
b1660,gitlab,PUT,/v3/projects/{id}/merge_request/{merge_request_id},putV3ProjectsIdMergeRequestMergeRequestId,Update a merge request,Update a merge request,w,high,w edits merge request,buildset-2026-09-18
b1661,gitlab,PUT,/v3/projects/{id}/services/redmine,putV3ProjectsIdServicesRedmine,Set redmine service for project,Set redmine service for project,w,high,PUT default w,buildset-2026-09-18
b1662,gitlab,PUT,/v3/projects/{id}/services/hipchat,putV3ProjectsIdServicesHipchat,Set hipchat service for project,Set hipchat service for project,w,high,PUT default sets service,buildset-2026-09-18
b1663,gitlab,DELETE,/v3/projects/{id}/merge_requests/{subscribable_id}/subscription,deleteV3ProjectsIdMergeRequestsSubscribableIdSubscription,Unsubscribe from a resource,Unsubscribe from a resource,x,high,DELETE method wins unsubscribe,buildset-2026-09-18
b1664,gitlab,PUT,/v3/users/{id},putV3UsersId,Update a user. Available only for admins.,Update a user. Available only for admins.,w,high,w edits user,buildset-2026-09-18
b1665,gitlab,DELETE,/v3/projects/{id}/deploy_keys/{key_id}/disable,deleteV3ProjectsIdDeployKeysKeyIdDisable,Disable a deploy key for a project,This feature was added in GitLab 8.11,x,low,delete method wins despite disable wording,buildset-2026-09-18
b1666,gitlab,PUT,/v3/projects/{id}/variables/{key},putV3ProjectsIdVariablesKey,Update an existing variable from a project,Update an existing variable from a project,w,high,w updates variable settable back,buildset-2026-09-18
b1667,gitlab,POST,/v3/projects/{id}/star,postV3ProjectsIdStar,Star a project,Star a project,w,high,ii plain create star relation,buildset-2026-09-18
b1668,gitlab,PUT,/v3/runners/{id},putV3RunnersId,Update runner's details,Update runner's details,w,high,w edits runner details,buildset-2026-09-18
b1669,gitlab,DELETE,/v3/projects/{id}/labels/{subscribable_id}/subscription,deleteV3ProjectsIdLabelsSubscribableIdSubscription,Unsubscribe from a resource,Unsubscribe from a resource,x,high,DELETE method wins membership,buildset-2026-09-18
b1670,gitlab,DELETE,/v3/projects/{id}/issues/{issue_id}/notes/{note_id}/award_emoji/{award_id},deleteV3ProjectsIdIssuesIssueIdNotesNoteIdAwardEmojiAwardId,Delete a +awardables+ award emoji,This feature was introduced in 8.9,x,high,DELETE method wins no restore named,buildset-2026-09-18
b1671,gitlab,DELETE,/v3/snippets/{id},deleteV3SnippetsId,Remove snippet,This feature was introduced in GitLab 8.15.,x,high,delete method no trash,buildset-2026-09-18
b1672,gitlab,POST,/v3/projects/{id}/merge_requests/{merge_request_id}/reset_spent_time,postV3ProjectsIdMergeRequestsMergeRequestIdResetSpentTime,Reset spent time for a project merge_request,Reset spent time for a project merge_request,w,high,w resets field settable back,buildset-2026-09-18
b1673,gitlab,DELETE,/v3/projects/{id}/issues/{subscribable_id}/subscription,deleteV3ProjectsIdIssuesSubscribableIdSubscription,Unsubscribe from a resource,Unsubscribe from a resource,x,high,DELETE method wins removes subscription,buildset-2026-09-18
b1674,gitlab,DELETE,/v3/projects/{id}/merge_requests/{merge_request_id}/notes/{note_id}/award_emoji/{award_id},deleteV3ProjectsIdMergeRequestsMergeRequestIdNotesNoteIdAwardEmojiAwardId,Delete a +awardables+ award emoji,This feature was introduced in 8.9,x,high,a deletes emoji no restore,buildset-2026-09-18
b1675,gitlab,POST,/v3/projects/{id}/snippets,postV3ProjectsIdSnippets,Create a new project snippet,Create a new project snippet,w,high,ii plain create snippet,buildset-2026-09-18
b1676,gitlab,DELETE,/v3/todos,deleteV3Todos,Mark all todos as done,Mark all todos as done,x,low,DELETE method default no restore named,buildset-2026-09-18
b1677,gitlab,POST,/v3/projects/{id}/runners,postV3ProjectsIdRunners,Enable a runner for a project,Enable a runner for a project,w,high,toggle enable has opposite disable,buildset-2026-09-18
b1678,gitlab,POST,/v3/projects/{id}/repository/branches,postV3ProjectsIdRepositoryBranches,Create branch,Create branch,w,high,ii plain create branch,buildset-2026-09-18
b1679,gitlab,POST,/v3/projects/{id}/keys,postV3ProjectsIdKeys,Add new deploy key to currently authenticated user,Add new deploy key to currently authenticated user,w,high,ii plain create deploy key,buildset-2026-09-18
b1680,gitlab,POST,/v3/projects/{id}/merge_request/{subscribable_id}/subscription,postV3ProjectsIdMergeRequestSubscribableIdSubscription,Subscribe to a resource,Subscribe to a resource,w,high,ii plain create subscription,buildset-2026-09-18
b1681,gitlab,PUT,/v3/projects/{id}/services/external-wiki,putV3ProjectsIdServicesExternalWiki,Set external-wiki service for project,Set external-wiki service for project,w,high,PUT default sets service config,buildset-2026-09-18
b1682,gitlab,PUT,/v3/projects/{id}/services/flowdock,putV3ProjectsIdServicesFlowdock,Set flowdock service for project,Set flowdock service for project,w,high,PUT default sets service config,buildset-2026-09-18
b1683,gitlab,POST,/v3/projects/{id}/merge_requests,postV3ProjectsIdMergeRequests,Create a merge request,Create a merge request,w,high,ii plain create merge request,buildset-2026-09-18
b1684,gitlab,DELETE,/v3/projects/{id}/repository/merged_branches,deleteV3ProjectsIdRepositoryMergedBranches,,,x,high,DELETE default deletes branches,buildset-2026-09-18
b1685,gitlab,DELETE,/v3/projects/{id},deleteV3ProjectsId,Remove a project,Remove a project,x,high,a deletes project no restore,buildset-2026-09-18
b1686,gitlab,PUT,/v3/projects/{id}/services/pushover,putV3ProjectsIdServicesPushover,Set pushover service for project,Set pushover service for project,w,high,PUT default w,buildset-2026-09-18
b1687,gitlab,PUT,/v3/projects/{id}/services/mattermost,putV3ProjectsIdServicesMattermost,Set mattermost service for project,Set mattermost service for project,w,high,w sets mattermost service settable back,buildset-2026-09-18
b1688,gitlab,POST,/v3/internal/lfs_authenticate,postV3InternalLfsAuthenticate,,,w,low,w authenticate creates session sparse text,buildset-2026-09-18
b1689,gitlab,DELETE,/v3/user/keys/{key_id},deleteV3UserKeysKeyId,Delete an SSH key from the currently authenticated user,Delete an SSH key from the currently authenticated user,x,high,DELETE method wins no restore named,buildset-2026-09-18
b1690,gitlab,DELETE,/v3/projects/{id}/snippets/{noteable_id}/notes/{note_id},deleteV3ProjectsIdSnippetsNoteableIdNotesNoteId,Delete a +noteable+ note,Delete a +noteable+ note,x,high,a deletes note no restore,buildset-2026-09-18
b1691,gitlab,POST,/v3/projects/{id}/labels/{subscribable_id}/subscription,postV3ProjectsIdLabelsSubscribableIdSubscription,Subscribe to a resource,Subscribe to a resource,w,high,ii plain create subscription,buildset-2026-09-18
b1692,gitlab,PUT,/v3/groups/{id}/access_requests/{user_id}/approve,putV3GroupsIdAccessRequestsUserIdApprove,Approves an access request for the given user.,This feature was introduced in GitLab 8.11.,w,high,PUT default approves access request settable back,buildset-2026-09-18
b1693,gitlab,POST,/v3/users/{id}/keys,postV3UsersIdKeys,Add an SSH key to a specified user. Available only for admins.,Add an SSH key to a specified user. Available only for admins.,w,high,ii plain create key,buildset-2026-09-18
b1694,gitlab,POST,/v3/projects,postV3Projects,Create new project,Create new project,w,high,ii plain create project,buildset-2026-09-18
b1695,gitlab,POST,/v3/user/emails,postV3UserEmails,Add new email address to the currently authenticated user,Add new email address to the currently authenticated user,w,high,ii plain create email,buildset-2026-09-18
b1696,gitlab,PUT,/v3/projects/{id}/merge_requests/{noteable_id}/notes/{note_id},putV3ProjectsIdMergeRequestsNoteableIdNotesNoteId,Update an existing +noteable+ note,Update an existing +noteable+ note,w,high,PUT default edits note,buildset-2026-09-18
b1697,gitlab,POST,/v3/projects/{id}/pipeline,postV3ProjectsIdPipeline,Create a new pipeline,This feature was introduced in GitLab 8.14,x,high,e creates pipeline runs job,buildset-2026-09-18
b1698,gitlab,PUT,/v3/notification_settings,putV3NotificationSettings,"Update global notification level settings and email, defaults to Participate",This feature was introduced in GitLab 8.12,w,high,w edits notification settings,buildset-2026-09-18
b1699,gitlab,POST,/v3/groups/{id}/projects/{project_id},postV3GroupsIdProjectsProjectId,Transfer a project to the group namespace. Available only for admin.,Transfer a project to the group namespace. Available only for admin.,w,low,w transfers project settable back via transfer,buildset-2026-09-18
b1700,gitlab,PUT,/v3/projects/{id}/services/mattermost-slash-commands,putV3ProjectsIdServicesMattermostSlashCommands,Set mattermost-slash-commands service for project,Set mattermost-slash-commands service for project,w,high,put default w sets service,buildset-2026-09-18
b1701,gitlab,PUT,/v3/projects/{id}/merge_requests/{merge_request_id},putV3ProjectsIdMergeRequestsMergeRequestId,Update a merge request,Update a merge request,w,high,PUT default w,buildset-2026-09-18
b1702,gitlab,DELETE,/v3/projects/{id}/merge_request/{subscribable_id}/subscription,deleteV3ProjectsIdMergeRequestSubscribableIdSubscription,Unsubscribe from a resource,Unsubscribe from a resource,x,high,DELETE removes subscription method wins x,buildset-2026-09-18
b1703,gitlab,DELETE,/v3/projects/{id}/repository/files,deleteV3ProjectsIdRepositoryFiles,Delete an existing file in repository,Delete an existing file in repository,x,high,a deletes repo file no restore,buildset-2026-09-18
b1704,gitlab,PUT,/v3/projects/{id}/repository/branches/{branch}/unprotect,putV3ProjectsIdRepositoryBranchesBranchUnprotect,Unprotect a single branch,Unprotect a single branch,w,high,toggle unprotect has protect opposite,buildset-2026-09-18
b1705,gitlab,POST,/v3/projects/{id}/merge_request/{merge_request_id}/cancel_merge_when_build_succeeds,postV3ProjectsIdMergeRequestMergeRequestIdCancelMergeWhenBuildSucceeds,"Cancel merge if ""Merge When Pipeline Succeeds"" is enabled","Cancel merge if ""Merge When Pipeline Succeeds"" is enabled",w,high,w stops something restartable,buildset-2026-09-18
b1706,gitlab,POST,/v3/projects/{id}/merge_requests/{merge_request_id}/todo,postV3ProjectsIdMergeRequestsMergeRequestIdTodo,Create a todo on an issuable,Create a todo on an issuable,w,high,ii plain create todo,buildset-2026-09-18
b1707,gitlab,PUT,/v3/projects/{id}/members/{user_id},putV3ProjectsIdMembersUserId,Updates a member of a group or project.,Updates a member of a group or project.,w,high,PUT default edit member,buildset-2026-09-18
b1708,gitlab,PUT,/v3/projects/{id}/services/asana,putV3ProjectsIdServicesAsana,Set asana service for project,Set asana service for project,w,high,w sets service config,buildset-2026-09-18
b1709,gitlab,PUT,/v3/projects/{id}/boards/{board_id}/lists/{list_id},putV3ProjectsIdBoardsBoardIdListsListId,Moves a board list to a new position,This feature was introduced in 8.13,w,high,iii moves board list edit,buildset-2026-09-18
b1710,gitlab,POST,/v3/users/{id}/emails,postV3UsersIdEmails,Add an email address to a specified user. Available only for admins.,Add an email address to a specified user. Available only for admins.,w,high,ii adds email removable,buildset-2026-09-18
b1711,gitlab,POST,/v3/internal/allowed,postV3InternalAllowed,,,r,low,i internal check no summary,buildset-2026-09-18
b1712,gitlab,DELETE,/v3/user/emails/{email_id},deleteV3UserEmailsEmailId,Delete an email address from the currently authenticated user,Delete an email address from the currently authenticated user,x,high,a deletes email no restore,buildset-2026-09-18
b1713,gitlab,DELETE,/v3/projects/{id}/labels,deleteV3ProjectsIdLabels,Delete an existing label,Delete an existing label,x,high,DELETE no trash named,buildset-2026-09-18
b1714,gitlab,POST,/v3/user/keys,postV3UserKeys,Add a new SSH key to the currently authenticated user,Add a new SSH key to the currently authenticated user,w,high,ii plain create ssh key,buildset-2026-09-18
b1715,gitlab,POST,/v3/projects/{id}/issues/{noteable_id}/notes,postV3ProjectsIdIssuesNoteableIdNotes,Create a new +noteable+ note,Create a new +noteable+ note,w,high,ii plain create of note,buildset-2026-09-18
b1716,gitlab,POST,/v3/ci/lint,postV3CiLint,Validation of .gitlab-ci.yml content,Validation of .gitlab-ci.yml content,r,high,i validation read only,buildset-2026-09-18
b1717,gitlab,POST,/v3/projects/{id}/deploy_keys,postV3ProjectsIdDeployKeys,Add new deploy key to currently authenticated user,Add new deploy key to currently authenticated user,w,high,ii plain create deploy key,buildset-2026-09-18
b1718,gitlab,POST,/v3/projects/{id}/repository/commits,postV3ProjectsIdRepositoryCommits,Commit multiple file changes as one commit,This feature was introduced in GitLab 8.13,w,low,ii plain create commit,buildset-2026-09-18
b1719,gitlab,DELETE,/v3/projects/{id}/fork,deleteV3ProjectsIdFork,Remove a forked_from relationship,Remove a forked_from relationship,x,high,DELETE removes fork relationship method wins,buildset-2026-09-18
b1720,gitlab,POST,/v3/projects/{id}/issues/{subscribable_id}/subscription,postV3ProjectsIdIssuesSubscribableIdSubscription,Subscribe to a resource,Subscribe to a resource,w,high,ii plain create subscription,buildset-2026-09-18
b1721,gitlab,POST,/v3/projects/{id}/repository/files,postV3ProjectsIdRepositoryFiles,Create new file in repository,Create new file in repository,w,high,ii plain create of file,buildset-2026-09-18
b1722,gitlab,PUT,/v3/projects/{id}/services/pivotaltracker,putV3ProjectsIdServicesPivotaltracker,Set pivotaltracker service for project,Set pivotaltracker service for project,w,high,PUT default w,buildset-2026-09-18
b1723,gitlab,PUT,/v3/projects/{id}/labels,putV3ProjectsIdLabels,Update an existing label. At least one optional parameter is required.,Update an existing label. At least one optional parameter is required.,w,high,w updates label settable back,buildset-2026-09-18
b1724,gitlab,DELETE,/v3/projects/{id}/runners/{runner_id},deleteV3ProjectsIdRunnersRunnerId,Disable project's runner,Disable project's runner,x,low,DELETE disables unlinks runner method wins,buildset-2026-09-18
b1725,gitlab,POST,/v3/projects/fork/{id},postV3ProjectsForkId,Fork new project for the current user or provided namespace.,Fork new project for the current user or provided namespace.,w,low,ii plain create fork project,buildset-2026-09-18
