row_id,provider,method,path,operationId,truth,confidence,predicted,step,rule,source,matched,verdict
e0653,okta,POST,/api/v1/users/{userId}/factors/{factorId}/verify,verifyFactor,x,high,x,3,floor-post,floor,,exact
e0654,okta,GET,/api/v1/users/{userId}/grants,listUserGrants,r,high,r,1,method,floor,,exact
e0655,okta,DELETE,/api/v1/users/{userId}/grants,revokeUserGrants,x,high,w,2,method-floor,floor,,leak
e0656,okta,GET,/api/v1/users/{userId}/grants/{grantId},getUserGrant,r,high,r,1,method,floor,,exact
e0657,okta,DELETE,/api/v1/users/{userId}/grants/{grantId},revokeUserGrant,x,high,x,3,raise-word,list,grant,exact
e0658,okta,GET,/api/v1/users/{userId}/risk,getUserRisk,r,high,r,1,method,floor,,exact
e0659,okta,PUT,/api/v1/users/{userId}/risk,upsertUserRisk,w,high,w,2,method-floor,floor,,exact
e0660,okta,GET,/api/v1/users/{userId}/roles,listAssignedRolesForUser,r,high,r,1,method,floor,,exact
e0661,okta,POST,/api/v1/users/{userId}/roles,assignRoleToUser,x,high,x,3,floor-post,floor,,exact
e0662,okta,GET,/api/v1/users/{userId}/roles/{roleAssignmentId},getUserAssignedRole,r,high,r,1,method,floor,,exact
e0663,okta,DELETE,/api/v1/users/{userId}/roles/{roleAssignmentId},unassignRoleFromUser,x,high,w,2,method-floor,floor,,leak
e0664,okta,GET,/api/v1/users/{userId}/roles/{roleAssignmentId}/governance,getUserAssignedRoleGovernance,r,high,r,1,method,floor,,exact
e0665,okta,GET,/api/v1/users/{userId}/roles/{roleAssignmentId}/governance/{grantId},getRoleAssignmentGovernanceGrant,r,high,r,1,method,floor,,exact
e0666,okta,GET,/api/v1/users/{userId}/roles/{roleAssignmentId}/governance/{grantId}/resources,getRoleAssignmentGovernanceGrantResources,r,high,r,1,method,floor,,exact
e0667,okta,GET,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/catalog/apps,listApplicationTargetsForApplicationAdministratorRoleForUser,r,high,r,1,method,floor,,exact
e0668,okta,PUT,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/catalog/apps,assignAllAppsAsTargetToRoleForUser,x,high,w,2,method-floor,floor,,leak
e0669,okta,PUT,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},assignAppTargetToAdminRoleForUser,x,high,w,2,method-floor,floor,,leak
e0670,okta,DELETE,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},unassignAppTargetFromAppAdminRoleForUser,x,high,w,2,method-floor,floor,,leak
e0671,okta,PUT,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},assignAppInstanceTargetToAppAdminRoleForUser,x,high,w,2,method-floor,floor,,leak
e0672,okta,DELETE,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},unassignAppInstanceTargetFromAdminRoleForUser,x,high,w,2,method-floor,floor,,leak
e0673,okta,GET,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/groups,listGroupTargetsForRole,r,high,r,1,method,floor,,exact
e0674,okta,PUT,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/groups/{groupId},assignGroupTargetToUserRole,x,high,w,2,method-floor,floor,,leak
e0675,okta,DELETE,/api/v1/users/{userId}/roles/{roleAssignmentId}/targets/groups/{groupId},unassignGroupTargetFromUserAdminRole,x,high,w,2,method-floor,floor,,leak
e0676,okta,GET,/api/v1/users/{userId}/roles/{roleIdOrEncodedRoleId}/targets,getRoleTargetsByUserIdAndRoleId,r,high,r,1,method,floor,,exact
e0677,okta,DELETE,/api/v1/users/{userId}/sessions,revokeUserSessions,x,high,w,2,method-floor,floor,,leak
e0678,okta,GET,/api/v1/users/{userId}/subscriptions,listSubscriptionsUser,r,high,r,1,method,floor,,exact
e0679,okta,GET,/api/v1/users/{userId}/subscriptions/{notificationType},getSubscriptionsNotificationTypeUser,r,high,r,1,method,floor,,exact
e0680,okta,POST,/api/v1/users/{userId}/subscriptions/{notificationType}/subscribe,subscribeByNotificationTypeUser,x,low,x,3,floor-post,floor,,exact
e0681,okta,POST,/api/v1/users/{userId}/subscriptions/{notificationType}/unsubscribe,unsubscribeByNotificationTypeUser,w,high,x,3,floor-post,floor,,over-tight
e0682,okta,GET,/api/v1/zones,listNetworkZones,r,high,r,1,method,floor,,exact
e0683,okta,POST,/api/v1/zones,createNetworkZone,x,high,x,3,floor-post,floor,,exact
e0684,okta,GET,/api/v1/zones/{zoneId},getNetworkZone,r,high,r,1,method,floor,,exact
e0685,okta,PUT,/api/v1/zones/{zoneId},replaceNetworkZone,w,high,w,2,method-floor,floor,,exact
e0686,okta,DELETE,/api/v1/zones/{zoneId},deleteNetworkZone,w,high,w,2,method-floor,floor,,exact
e0687,okta,POST,/api/v1/zones/{zoneId}/lifecycle/activate,activateNetworkZone,w,high,w,2,modify-verb,list,activate,exact
e0688,okta,POST,/api/v1/zones/{zoneId}/lifecycle/deactivate,deactivateNetworkZone,w,high,w,2,modify-verb,list,deactivate,exact
e0689,okta,GET,/attack-protection/api/v1/authenticator-settings,getAuthenticatorSettings,r,high,r,1,method,floor,,exact
e0690,okta,PUT,/attack-protection/api/v1/authenticator-settings,replaceAuthenticatorSettings,w,high,w,2,method-floor,floor,,exact
e0691,okta,GET,/attack-protection/api/v1/user-lockout-settings,getUserLockoutSettings,r,high,r,1,method,floor,,exact
e0692,okta,PUT,/attack-protection/api/v1/user-lockout-settings,replaceUserLockoutSettings,w,high,w,2,method-floor,floor,,exact
e0693,okta,GET,/integrations/api/v1/api-services,listApiServiceIntegrationInstances,r,high,r,1,method,floor,,exact
e0694,okta,POST,/integrations/api/v1/api-services,createApiServiceIntegrationInstance,x,high,x,3,floor-post,floor,,exact
e0695,okta,GET,/integrations/api/v1/api-services/{apiServiceId},getApiServiceIntegrationInstance,r,high,r,1,method,floor,,exact
e0696,okta,DELETE,/integrations/api/v1/api-services/{apiServiceId},deleteApiServiceIntegrationInstance,x,high,w,2,method-floor,floor,,leak
e0697,okta,GET,/integrations/api/v1/api-services/{apiServiceId}/credentials/secrets,listApiServiceIntegrationInstanceSecrets,r,high,r,1,method,floor,,exact
e0698,okta,POST,/integrations/api/v1/api-services/{apiServiceId}/credentials/secrets,createApiServiceIntegrationInstanceSecret,x,high,x,3,floor-post,floor,,exact
e0699,okta,DELETE,/integrations/api/v1/api-services/{apiServiceId}/credentials/secrets/{secretId},deleteApiServiceIntegrationInstanceSecret,w,high,w,2,method-floor,floor,,exact
e0700,okta,POST,/integrations/api/v1/api-services/{apiServiceId}/credentials/secrets/{secretId}/lifecycle/activate,activateApiServiceIntegrationInstanceSecret,w,low,w,2,modify-verb,list,activate,exact
e0701,okta,POST,/integrations/api/v1/api-services/{apiServiceId}/credentials/secrets/{secretId}/lifecycle/deactivate,deactivateApiServiceIntegrationInstanceSecret,w,high,w,2,modify-verb,list,deactivate,exact
e0702,okta,GET,/oauth2/v1/clients/{clientId}/roles,listRolesForClient,r,high,r,1,method,floor,,exact
e0703,okta,POST,/oauth2/v1/clients/{clientId}/roles,assignRoleToClient,x,high,x,3,floor-post,floor,,exact
e0704,okta,GET,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId},retrieveClientRole,r,high,r,1,method,floor,,exact
e0705,okta,DELETE,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId},deleteRoleFromClient,x,high,w,2,method-floor,floor,,leak
e0706,okta,GET,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/catalog/apps,listAppTargetRoleToClient,r,high,r,1,method,floor,,exact
e0707,okta,PUT,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},assignAppTargetRoleToClient,x,high,w,2,method-floor,floor,,leak
e0708,okta,DELETE,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},removeAppTargetRoleFromClient,x,low,w,2,method-floor,floor,,leak
e0709,okta,PUT,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},assignAppTargetInstanceRoleForClient,x,high,w,2,method-floor,floor,,leak
e0710,okta,DELETE,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},removeAppTargetInstanceRoleForClient,x,high,w,2,method-floor,floor,,leak
e0711,okta,GET,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/groups,listGroupTargetRoleForClient,r,high,r,1,method,floor,,exact
e0712,okta,PUT,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/groups/{groupId},assignGroupTargetRoleForClient,x,high,w,2,method-floor,floor,,leak
e0713,okta,DELETE,/oauth2/v1/clients/{clientId}/roles/{roleAssignmentId}/targets/groups/{groupId},removeGroupTargetRoleFromClient,x,high,w,2,method-floor,floor,,leak
e0714,okta,PUT,/okta-personal-settings/api/v1/edit-feature,replaceOktaPersonalAdminSettings,w,high,w,2,method-floor,floor,,exact
e0715,okta,GET,/okta-personal-settings/api/v1/export-blocklists,listPersonalAppsExportBlockList,r,high,r,1,method,floor,,exact
e0716,okta,PUT,/okta-personal-settings/api/v1/export-blocklists,replaceBlockedEmailDomains,w,high,w,2,method-floor,floor,,exact
e0717,okta,GET,/privileged-access/api/v1/okta-service-accounts,listOktaManagedUserAccounts,r,high,r,1,method,floor,,exact
e0718,okta,POST,/privileged-access/api/v1/okta-service-accounts,createOktaManagedUserAccount,x,high,x,3,floor-post,floor,,exact
e0719,okta,GET,/privileged-access/api/v1/okta-service-accounts/{id},getOktaManagedUserAccount,r,high,r,1,method,floor,,exact
e0720,okta,DELETE,/privileged-access/api/v1/okta-service-accounts/{id},deleteOktaManagedUserAccount,x,high,w,2,method-floor,floor,,leak
e0721,okta,PATCH,/privileged-access/api/v1/okta-service-accounts/{id},updateOktaManagedUserAccount,w,high,w,2,method-floor,floor,,exact
e0722,okta,GET,/privileged-access/api/v1/service-accounts,listAppServiceAccounts,r,high,r,1,method,floor,,exact
e0723,okta,POST,/privileged-access/api/v1/service-accounts,createAppServiceAccount,x,high,x,3,floor-post,floor,,exact
e0724,okta,GET,/privileged-access/api/v1/service-accounts/{id},getAppServiceAccount,r,high,r,1,method,floor,,exact
e0725,okta,DELETE,/privileged-access/api/v1/service-accounts/{id},deleteAppServiceAccount,w,low,w,2,method-floor,floor,,exact
e0726,okta,PATCH,/privileged-access/api/v1/service-accounts/{id},updateAppServiceAccount,w,low,w,2,method-floor,floor,,exact
e0727,okta,POST,/security/api/v1/security-events,publishSecurityEventTokens,x,high,x,3,floor-post,floor,,exact
e0728,okta,POST,/webauthn-registration/api/v1/activate,activatePreregistrationEnrollment,x,low,w,2,modify-verb,list,activate,leak
e0729,okta,POST,/webauthn-registration/api/v1/enroll,enrollPreregistrationEnrollment,x,high,x,3,floor-post,floor,,exact
e0730,okta,POST,/webauthn-registration/api/v1/initiate-fulfillment-request,generateFulfillmentRequest,x,high,x,3,floor-post,floor,,exact
e0731,okta,POST,/webauthn-registration/api/v1/send-pin,sendPin,x,high,x,3,floor-post,floor,,exact
e0732,okta,GET,/webauthn-registration/api/v1/users/{userId}/enrollments,listWebAuthnPreregistrationFactors,r,high,r,1,method,floor,,exact
e0733,okta,DELETE,/webauthn-registration/api/v1/users/{userId}/enrollments/{authenticatorEnrollmentId},deleteWebAuthnPreregistrationFactor,x,high,w,2,method-floor,floor,,leak
e0734,okta,POST,/webauthn-registration/api/v1/users/{userId}/enrollments/{authenticatorEnrollmentId}/mark-error,assignFulfillmentErrorWebAuthnPreregistrationFactor,x,low,x,3,floor-post,floor,,exact
e0735,docusign,GET,/service_information,ServiceInformation_GetServiceInformation,r,high,r,1,method,floor,,exact
e0736,docusign,GET,/v2.1,ServiceInformation_GetResourceInformation,r,high,r,1,method,floor,,exact
e0737,docusign,POST,/v2.1/accounts,Accounts_PostAccounts,x,high,x,3,floor-post,floor,,exact
e0738,docusign,GET,/v2.1/accounts/{accountId},Accounts_GetAccount,r,high,r,1,method,floor,,exact
e0739,docusign,DELETE,/v2.1/accounts/{accountId},Accounts_DeleteAccount,w,low,w,2,method-floor,floor,,exact
e0740,docusign,GET,/v2.1/accounts/{accountId}/billing_charges,BillingCharges_GetAccountBillingCharges,r,high,r,1,method,floor,,exact
e0741,docusign,GET,/v2.1/accounts/{accountId}/billing_invoices,BillingInvoices_GetBillingInvoices,r,high,r,1,method,floor,,exact
e0742,docusign,GET,/v2.1/accounts/{accountId}/billing_invoices/{invoiceId},BillingInvoices_GetBillingInvoice,r,high,r,1,method,floor,,exact
e0743,docusign,GET,/v2.1/accounts/{accountId}/billing_invoices_past_due,BillingInvoices_GetBillingInvoicesPastDue,r,high,r,1,method,floor,,exact
e0744,docusign,GET,/v2.1/accounts/{accountId}/billing_payments,BillingPayments_GetPaymentList,r,high,r,1,method,floor,,exact
e0745,docusign,POST,/v2.1/accounts/{accountId}/billing_payments,BillingPayments_PostPayment,x,high,x,3,floor-post,floor,,exact
e0746,docusign,GET,/v2.1/accounts/{accountId}/billing_payments/{paymentId},BillingPayments_GetPayment,r,high,r,1,method,floor,,exact
e0747,docusign,GET,/v2.1/accounts/{accountId}/billing_plan,BillingPlan_GetBillingPlan,r,high,r,1,method,floor,,exact
e0748,docusign,PUT,/v2.1/accounts/{accountId}/billing_plan,BillingPlan_PutBillingPlan,x,low,w,2,method-floor,floor,,leak
e0749,docusign,GET,/v2.1/accounts/{accountId}/billing_plan/credit_card,BillingPlan_GetCreditCardInfo,r,high,r,1,method,floor,,exact
e0750,docusign,GET,/v2.1/accounts/{accountId}/billing_plan/downgrade,BillingPlan_GetDowngradeRequestBillingInfo,r,high,r,1,method,floor,,exact
e0751,docusign,PUT,/v2.1/accounts/{accountId}/billing_plan/downgrade,BillingPlan_PutDowngradeAccountBillingPlan,x,high,w,2,method-floor,floor,,leak
e0752,docusign,PUT,/v2.1/accounts/{accountId}/billing_plan/purchased_envelopes,PurchasedEnvelopes_PutPurchasedEnvelopes,x,high,w,2,method-floor,floor,,leak
e0753,docusign,GET,/v2.1/accounts/{accountId}/brands,Brands_GetBrands,r,high,r,1,method,floor,,exact
e0754,docusign,POST,/v2.1/accounts/{accountId}/brands,Brands_PostBrands,x,high,x,3,floor-post,floor,,exact
e0755,docusign,DELETE,/v2.1/accounts/{accountId}/brands,Brands_DeleteBrands,w,high,w,2,method-floor,floor,,exact
e0756,docusign,GET,/v2.1/accounts/{accountId}/brands/{brandId},Brand_GetBrand,r,high,r,1,method,floor,,exact
e0757,docusign,PUT,/v2.1/accounts/{accountId}/brands/{brandId},Brand_PutBrand,w,high,w,2,method-floor,floor,,exact
e0758,docusign,DELETE,/v2.1/accounts/{accountId}/brands/{brandId},Brand_DeleteBrand,w,high,w,2,method-floor,floor,,exact
e0759,docusign,GET,/v2.1/accounts/{accountId}/brands/{brandId}/file,BrandExport_GetBrandExportFile,r,high,r,1,method,floor,,exact
e0760,docusign,GET,/v2.1/accounts/{accountId}/brands/{brandId}/logos/{logoType},BrandLogo_GetBrandLogo,r,high,r,1,method,floor,,exact
e0761,docusign,PUT,/v2.1/accounts/{accountId}/brands/{brandId}/logos/{logoType},BrandLogo_PutBrandLogo,w,high,w,2,method-floor,floor,,exact
e0762,docusign,DELETE,/v2.1/accounts/{accountId}/brands/{brandId}/logos/{logoType},BrandLogo_DeleteBrandLogo,w,high,w,2,method-floor,floor,,exact
e0763,docusign,GET,/v2.1/accounts/{accountId}/brands/{brandId}/resources,BrandResources_GetBrandResourcesList,r,high,r,1,method,floor,,exact
e0764,docusign,GET,/v2.1/accounts/{accountId}/brands/{brandId}/resources/{resourceContentType},BrandResources_GetBrandResources,r,high,r,1,method,floor,,exact
e0765,docusign,PUT,/v2.1/accounts/{accountId}/brands/{brandId}/resources/{resourceContentType},BrandResources_PutBrandResources,w,high,w,2,method-floor,floor,,exact
e0766,docusign,GET,/v2.1/accounts/{accountId}/bulk_send_batch,BulkSendV2Batch_GetBulkSendBatches,r,high,r,1,method,floor,,exact
e0767,docusign,GET,/v2.1/accounts/{accountId}/bulk_send_batch/{bulkSendBatchId},BulkSendV2Batch_GetBulkSendBatchStatus,r,high,r,1,method,floor,,exact
e0768,docusign,PUT,/v2.1/accounts/{accountId}/bulk_send_batch/{bulkSendBatchId},BulkSendV2Batch_PutBulkSendBatchStatus,w,high,w,2,method-floor,floor,,exact
e0769,docusign,PUT,/v2.1/accounts/{accountId}/bulk_send_batch/{bulkSendBatchId}/{bulkAction},BulkSendV2Batch_PutBulkSendBatchAction,x,high,w,2,method-floor,floor,,leak
e0770,docusign,GET,/v2.1/accounts/{accountId}/bulk_send_batch/{bulkSendBatchId}/envelopes,BulkSendV2Envelopes_GetBulkSendBatchEnvelopes,r,high,r,1,method,floor,,exact
e0771,docusign,GET,/v2.1/accounts/{accountId}/bulk_send_lists,BulkSendV2CRUD_GetBulkSendLists,r,high,r,1,method,floor,,exact
e0772,docusign,POST,/v2.1/accounts/{accountId}/bulk_send_lists,BulkSendV2CRUD_PostBulkSendList,x,high,x,3,floor-post,floor,,exact
e0773,docusign,GET,/v2.1/accounts/{accountId}/bulk_send_lists/{bulkSendListId},BulkSendV2CRUD_GetBulkSendList,r,high,r,1,method,floor,,exact
e0774,docusign,PUT,/v2.1/accounts/{accountId}/bulk_send_lists/{bulkSendListId},BulkSendV2CRUD_PutBulkSendList,w,high,w,2,method-floor,floor,,exact
e0775,docusign,DELETE,/v2.1/accounts/{accountId}/bulk_send_lists/{bulkSendListId},BulkSendV2CRUD_DeleteBulkSendList,w,high,w,2,method-floor,floor,,exact
e0776,docusign,POST,/v2.1/accounts/{accountId}/bulk_send_lists/{bulkSendListId}/send,BulkSendV2Send_PostBulkSendRequest,x,high,x,3,floor-post,floor,,exact
e0777,docusign,POST,/v2.1/accounts/{accountId}/bulk_send_lists/{bulkSendListId}/test,BulkSendV2Test_PostBulkSendTestRequest,r,low,x,3,floor-post,floor,,over-tight
e0778,docusign,DELETE,/v2.1/accounts/{accountId}/captive_recipients/{recipientPart},CaptiveRecipients_DeleteCaptiveRecipientsPart,w,low,w,2,method-floor,floor,,exact
e0779,docusign,POST,/v2.1/accounts/{accountId}/chunked_uploads,ChunkedUploads_PostChunkedUploads,x,high,x,3,floor-post,floor,,exact
e0780,docusign,GET,/v2.1/accounts/{accountId}/chunked_uploads/{chunkedUploadId},ChunkedUploads_GetChunkedUpload,r,high,r,1,method,floor,,exact
e0781,docusign,PUT,/v2.1/accounts/{accountId}/chunked_uploads/{chunkedUploadId},ChunkedUploads_PutChunkedUploads,x,low,w,2,method-floor,floor,,leak
e0782,docusign,DELETE,/v2.1/accounts/{accountId}/chunked_uploads/{chunkedUploadId},ChunkedUploads_DeleteChunkedUpload,w,high,w,2,method-floor,floor,,exact
e0783,docusign,PUT,/v2.1/accounts/{accountId}/chunked_uploads/{chunkedUploadId}/{chunkedUploadPartSeq},ChunkedUploads_PutChunkedUploadPart,w,low,w,2,method-floor,floor,,exact
e0784,docusign,GET,/v2.1/accounts/{accountId}/connect,Connect_GetConnectConfigs,r,high,r,1,method,floor,,exact
e0785,docusign,PUT,/v2.1/accounts/{accountId}/connect,Connect_PutConnectConfiguration,w,high,w,2,method-floor,floor,,exact
e0786,docusign,POST,/v2.1/accounts/{accountId}/connect,Connect_PostConnectConfiguration,x,high,x,3,floor-post,floor,,exact
e0787,docusign,GET,/v2.1/accounts/{accountId}/connect/{connectId},Connect_GetConnectConfig,r,high,r,1,method,floor,,exact
e0788,docusign,DELETE,/v2.1/accounts/{accountId}/connect/{connectId},Connect_DeleteConnectConfig,w,high,w,2,method-floor,floor,,exact
e0789,docusign,GET,/v2.1/accounts/{accountId}/connect/{connectId}/all/users,Connect_GetConnectAllUsers,r,high,r,1,method,floor,,exact
e0790,docusign,GET,/v2.1/accounts/{accountId}/connect/{connectId}/users,Connect_GetConnectUsers,r,high,r,1,method,floor,,exact
e0791,docusign,PUT,/v2.1/accounts/{accountId}/connect/envelopes/{envelopeId}/retry_queue,ConnectPublish_PutConnectRetryByEnvelope,x,high,w,2,method-floor,floor,,leak
e0792,docusign,POST,/v2.1/accounts/{accountId}/connect/envelopes/publish/historical,HistoricalEnvelopePublish_PostHistoricalEnvelopePublishTransaction,x,high,x,3,floor-post,floor,,exact
e0793,docusign,PUT,/v2.1/accounts/{accountId}/connect/envelopes/retry_queue,ConnectPublish_PutConnectRetry,x,high,w,2,method-floor,floor,,leak
e0794,docusign,GET,/v2.1/accounts/{accountId}/connect/failures,ConnectFailures_GetConnectLogs,r,high,r,1,method,floor,,exact
e0795,docusign,DELETE,/v2.1/accounts/{accountId}/connect/failures/{failureId},ConnectFailures_DeleteConnectFailureLog,w,high,w,2,method-floor,floor,,exact
e0796,docusign,GET,/v2.1/accounts/{accountId}/connect/logs,ConnectLog_GetConnectLogs,r,high,r,1,method,floor,,exact
e0797,docusign,DELETE,/v2.1/accounts/{accountId}/connect/logs,ConnectLog_DeleteConnectLogs,w,high,w,2,method-floor,floor,,exact
e0798,docusign,GET,/v2.1/accounts/{accountId}/connect/logs/{logId},ConnectLog_GetConnectLog,r,high,r,1,method,floor,,exact
e0799,docusign,DELETE,/v2.1/accounts/{accountId}/connect/logs/{logId},ConnectLog_DeleteConnectLog,w,high,w,2,method-floor,floor,,exact
e0800,docusign,GET,/v2.1/accounts/{accountId}/connect/oauth,ConnectOAuthConfig_GetConnectOAuthConfig,r,high,r,1,method,floor,,exact
e0801,docusign,PUT,/v2.1/accounts/{accountId}/connect/oauth,ConnectOAuthConfig_PutConnectOAuthConfig,w,high,w,2,method-floor,floor,,exact
e0802,docusign,POST,/v2.1/accounts/{accountId}/connect/oauth,ConnectOAuthConfig_PostConnectOAuthConfig,x,low,x,3,floor-post,floor,,exact
e0803,docusign,DELETE,/v2.1/accounts/{accountId}/connect/oauth,ConnectOAuthConfig_DeleteConnectOAuthConfig,w,high,w,2,method-floor,floor,,exact
e0804,docusign,GET,/v2.1/accounts/{accountId}/connect/secret,ConnectHMAC_GetConnectSecret,r,high,r,1,method,floor,,exact
e0805,docusign,POST,/v2.1/accounts/{accountId}/connect/secret,ConnectHMAC_CreateConnectSecret,x,high,x,3,floor-post,floor,,exact
e0806,docusign,DELETE,/v2.1/accounts/{accountId}/connect/secret/{keyId},ConnectHMAC_DeleteConnectSecret,w,high,w,2,method-floor,floor,,exact
e0807,docusign,GET,/v2.1/accounts/{accountId}/consumer_disclosure,ConsumerDisclosure_GetConsumerDisclosure,r,high,r,1,method,floor,,exact
e0808,docusign,GET,/v2.1/accounts/{accountId}/consumer_disclosure/{langCode},ConsumerDisclosure_GetConsumerDisclosureLangCode,r,high,r,1,method,floor,,exact
e0809,docusign,PUT,/v2.1/accounts/{accountId}/consumer_disclosure/{langCode},ConsumerDisclosure_PutConsumerDisclosure,w,high,w,2,method-floor,floor,,exact
e0810,docusign,PUT,/v2.1/accounts/{accountId}/contacts,Contacts_PutContacts,w,high,w,2,method-floor,floor,,exact
e0811,docusign,POST,/v2.1/accounts/{accountId}/contacts,Contacts_PostContacts,x,high,x,3,floor-post,floor,,exact
e0812,docusign,DELETE,/v2.1/accounts/{accountId}/contacts,Contacts_DeleteContacts,w,high,w,2,method-floor,floor,,exact
e0813,docusign,GET,/v2.1/accounts/{accountId}/contacts/{contactId},Contacts_GetContactById,r,high,r,1,method,floor,,exact
e0814,docusign,DELETE,/v2.1/accounts/{accountId}/contacts/{contactId},Contacts_DeleteContactWithId,w,high,w,2,method-floor,floor,,exact
e0815,docusign,GET,/v2.1/accounts/{accountId}/custom_fields,AccountCustomFields_GetAccountCustomFields,r,high,r,1,method,floor,,exact
e0816,docusign,POST,/v2.1/accounts/{accountId}/custom_fields,AccountCustomFields_PostAccountCustomFields,x,high,x,3,floor-post,floor,,exact
e0817,docusign,PUT,/v2.1/accounts/{accountId}/custom_fields/{customFieldId},AccountCustomFields_PutAccountCustomFields,w,high,w,2,method-floor,floor,,exact
e0818,docusign,DELETE,/v2.1/accounts/{accountId}/custom_fields/{customFieldId},AccountCustomFields_DeleteAccountCustomFields,w,high,w,2,method-floor,floor,,exact
e0819,docusign,GET,/v2.1/accounts/{accountId}/envelopes,Envelopes_GetEnvelopes,r,high,r,1,method,floor,,exact
e0820,docusign,POST,/v2.1/accounts/{accountId}/envelopes,Envelopes_PostEnvelopes,x,high,x,3,floor-post,floor,,exact
e0821,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId},Envelopes_GetEnvelope,r,high,r,1,method,floor,,exact
e0822,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId},Envelopes_PutEnvelope,x,high,w,2,method-floor,floor,,leak
e0823,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/attachments,Attachments_GetAttachments,r,high,r,1,method,floor,,exact
e0824,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/attachments,Attachments_PutAttachments,x,low,w,2,method-floor,floor,,leak
e0825,docusign,DELETE,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/attachments,Attachments_DeleteAttachments,w,high,w,2,method-floor,floor,,exact
e0826,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/attachments/{attachmentId},Attachments_GetAttachment,r,high,r,1,method,floor,,exact
e0827,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/attachments/{attachmentId},Attachments_PutAttachment,w,low,w,2,method-floor,floor,,exact
e0828,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/audit_events,AuditEvents_GetAuditEvents,r,high,r,1,method,floor,,exact
e0829,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/comments/transcript,Comments_GetCommentsTranscript,r,high,r,1,method,floor,,exact
e0830,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/custom_fields,CustomFields_GetCustomFields,r,high,r,1,method,floor,,exact
e0831,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/custom_fields,CustomFields_PutCustomFields,w,high,w,2,method-floor,floor,,exact
e0832,docusign,POST,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/custom_fields,CustomFields_PostCustomFields,x,low,x,3,floor-post,floor,,exact
e0833,docusign,DELETE,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/custom_fields,CustomFields_DeleteCustomFields,w,high,w,2,method-floor,floor,,exact
e0834,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/docGenFormFields,DocGenFormFields_GetEnvelopeDocGenFormFields,r,high,r,1,method,floor,,exact
e0835,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/docGenFormFields,DocGenFormFields_PutEnvelopeDocGenFormFields,w,low,w,2,method-floor,floor,,exact
e0836,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents,Documents_GetDocuments,r,high,r,1,method,floor,,exact
e0837,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents,Documents_PutDocuments,x,low,w,2,method-floor,floor,,leak
e0838,docusign,DELETE,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents,Documents_DeleteDocuments,w,high,w,2,method-floor,floor,,exact
e0839,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents/{documentId},Documents_GetDocument,r,high,r,1,method,floor,,exact
e0840,docusign,PUT,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents/{documentId},Documents_PutDocument,w,high,w,2,method-floor,floor,,exact
e0841,docusign,GET,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/documents/{documentId}/fields,DocumentFields_GetDocumentFields,r,high,r,1,method,floor,,exact
