set,repo,path,method,operationId,summary,description
holdout2,pagerduty,/enrichment/event_enrichments/{id}/rules,PUT,updateEventEnrichmentRules,Update Event Enrichment rules,"Event Enrichments allow you to automatically add contextual data to events as they're ingested, so that relevant information is available throughout the event, alert, and incident lifecycle. By leveraging the Contextual Data Platform (CDP), you can define rules that extract values from events or query enrichment schemas to populate event fields. > ### Early Access > This API is in Early Access and may change at any time. Contact your PagerDuty account team to request access. Update the enrichment rules for a specific Event Enrichment. Performs a full replacement of the rules set."
holdout2,pagerduty,/enrichment/integrations/servicenow/credentials/{credentials_id},GET,getServiceNowCredentials,Get ServiceNow credentials,Retrieves the ServiceNow credentials by ID. The password is never returned. > ### Early Access > This API is in Early Access and may change at any time. Contact your PagerDuty account team to request access. Scoped OAuth requires: `contextual_data.read`
holdout2,pagerduty,/enrichment/integrations/servicenow/{integration_id}/tables/{table_id},DELETE,deleteServiceNowTable,Remove a CMDB table,Removes a ServiceNow CMDB table configuration from an integration. The table's generated enrichment schema is removed and its data synchronization is disabled. > ### Early Access > This API is in Early Access and may change at any time. Contact your PagerDuty account team to request access. Scoped OAuth requires: `contextual_data.write`
holdout2,pagerduty,/enrichment/schemas,GET,listEnrichmentSchemas,List enrichment schemas,Lists all enrichment schemas for the account. > ### Early Access > This API is in Early Access and may change at any time. Contact your PagerDuty account team to request access. Scoped OAuth requires: `contextual_data.read`
holdout2,pagerduty,/enrichment/schemas/{schema_id}/records,GET,listEnrichmentRecords,List enrichment records,Retrieves a page of enrichment records for a schema. Results are cursor-paginated. > ### Early Access > This API is in Early Access and may change at any time. Contact your PagerDuty account team to request access. Scoped OAuth requires: `contextual_data.read`
holdout2,pagerduty,/escalation_policies/{id},DELETE,deleteEscalationPolicy,Delete an escalation policy,Deletes an existing escalation policy and rules. The escalation policy must not be in use by any services. Escalation policies define which user should be alerted at which time. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#escalation-policies) Scoped OAuth requires: `escalation_policies.write`
holdout2,pagerduty,/event_orchestrations,POST,postOrchestration,Create an Orchestration,"Create a Global Event Orchestration. Global Event Orchestrations allow you define a set of Global Rules and Router Rules, so that when you ingest events using the Orchestration's Routing Key your events will have actions applied via the Global Rules & then routed to the correct Service by the Router Rules, based on the event's content. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#event-orchestrations) Scoped OAuth requires: `event_orchestrations.write`"
holdout2,pagerduty,/event_orchestrations/services/{service_id}/cache_variables,GET,listCacheVarOnServiceOrch,List Cache Variables for a Service Event Orchestration,"List Cache Variables for a Service Event Orchestration. Cache Variables allow you to store event data on an Event Orchestration, which can then be used in Event Orchestration rules as part of conditions or actions. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#event-orchestrations) Scoped OAuth requires: `services.read`"
holdout2,pagerduty,/event_orchestrations/services/{service_id}/cache_variables/{cache_variable_id}/data,DELETE,deleteExternalDataCacheVarDataOnServiceOrch,Delete Data for an External Data Cache Variable on a Service Event Orchestration,"Delete Data for an `external_data` type Cache Variable on a Service Event Orchestration. Use External Data type Cache Variables to store string, number, or boolean values via a dedicated API endpoint. These stored values can then be used in conditions or actions in Event Orchestration rules. For more information see the [Knowledge Base](https://support.pagerduty.com/main/docs/event-orchestration-cache-variables) Scoped OAuth requires: `services.write`"
holdout2,pagerduty,/event_orchestrations/{id},PUT,updateOrchestration,Update an Orchestration,"Update a Global Event Orchestration. Global Event Orchestrations allow you define a set of Global Rules and Router Rules, so that when you ingest events using the Orchestration's Routing Key your events will have actions applied via the Global Rules & then routed to the correct Service by the Router Rules, based on the event's content. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#event-orchestrations) Scoped OAuth requires: `event_orchestrations.write`"
holdout2,pagerduty,/event_orchestrations/{id}/cache_variables/{cache_variable_id},PUT,updateCacheVarOnGlobalOrch,Update a Cache Variable for a Global Event Orchestration,"Update a Cache Variable for a Global Event Orchestration. Cache Variables allow you to store event data on an Event Orchestration, which can then be used in Event Orchestration rules as part of conditions or actions. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#event-orchestrations) Scoped OAuth requires: `event_orchestrations.write`"
holdout2,pagerduty,/event_orchestrations/{id}/enablements/{feature_name},PUT,updateEventOrchestrationFeatureEnablements,Update an Enablement for an Event Orchestration,"Update the feature enablement setting for a specific product addon on an Event Orchestration. This setting controls enabling or disabling the set of features contained within the addon. Currently, only `aiops` is supported as a valid feature enablement. **Warning conditions**: - If the account is not entitled to use AIOps features, the setting will be updated, but a warning will be returned. Scoped OAuth requires: `event_orchestrations.write`"
holdout2,pagerduty,/event_orchestrations/{id}/integrations/migration,POST,migrateOrchestrationIntegration,Migrate an Integration from one Event Orchestration to another,"Move an Integration and its Routing Key from the Event Orchestration specified in the request payload, to the Event Orchestration specified in the request URL. Any future events sent to this Integration's Routing Key will be processed by this Event Orchestration's Rules. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#event-orchestrations) Scoped OAuth requires: `event_orchestrations.write`"
holdout2,pagerduty,/event_orchestrations/{id}/router,PUT,updateOrchPathRouter,Update the Router for an Event Orchestration,"Update a Global Orchestration's Routing Rules. An Orchestration Router allows you to create a set of Event Rules. The Router evaluates Events you send to this Global Orchestration against each of its rules, one at a time, and routes the event to a specific Service based on the first rule that matches. If an event doesn't match any rules, it'll be sent to service specified in as the `catch_all` or the ""Unrouted"" Orchestration if no service is specified. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#event-orchestrations) Scoped OAuth requires"
holdout2,pagerduty,/extensions,GET,listExtensions,List extensions,List existing extensions. Extensions are representations of Extension Schema objects that are attached to Services. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#extensions) Scoped OAuth requires: `extensions.read`
holdout2,pagerduty,/extensions/{id}/enable,POST,enableExtension,Enable an extension,Enable an extension that is temporarily disabled. (This API does not require a request body.) Extensions are representations of Extension Schema objects that are attached to Services. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#extensions) Scoped OAuth requires: `extensions.write`
holdout2,pagerduty,/incident_workflows/triggers,GET,listIncidentWorkflowTriggers,List Triggers,List existing Incident Workflow Triggers Scoped OAuth requires: `incident_workflows.read`
holdout2,pagerduty,/incident_workflows/triggers/{id}/services,POST,associateServiceToIncidentWorkflowTrigger,Associate a Trigger and Service,Associate a Service with an existing Incident Workflow Trigger Scoped OAuth requires: `incident_workflows.write`
holdout2,pagerduty,/incident_workflows/{id}/instances,POST,createIncidentWorkflowInstance,Start an Incident Workflow Instance,"Start an Instance of an Incident Workflow. Sometimes referred to as ""triggering a workflow on an incident."" An Incident Workflow is a sequence of configurable Steps and associated Triggers that can execute automated Actions for a given Incident. Scoped OAuth requires: `incident_workflows:instances.write`"
holdout2,pagerduty,/incidents/custom_fields,POST,createCustomFieldsField,Create a Field,"> ### Deprecated > This endpoint is deprecated and only works for fields on the Base Incident Type. \ > For more flexibility, we recommend using the Incident Types endpoint: \ > [/incidents/types/{type_id_or_name}/custom_fields](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields/post) Creates a new Custom Field on the Base Incident Type, along with the Field Options if provided. \ An account may have up to 10 Fields. Scoped OAuth requires: `custom_fields.write`"
holdout2,pagerduty,/incidents/custom_fields/{field_id}/field_options,POST,createCustomFieldsFieldOption,Create a Field Option,"> ### Deprecated > This endpoint is deprecated and only works for fields on the Base Incident Type. \ > For more flexibility, we recommend using the Incident Types endpoint: \ > [/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options](openapiv3.json/paths/~1incidents~1types~1{type_id_or_name}~1custom_fields~1{field_id}~1field_options/post) Create a new Field Option for a Custom Field on the Base Incident Type. Field Options may only be created for Fields that have `field_options`. A Field may have no more than 10 enabled options. Scoped OAuth requires: `custom_fields.write`"
holdout2,pagerduty,/incidents/types/{type_id_or_name},GET,getIncidentType,Get an Incident Type,"Get detailed information about a single incident type. Accepts either an incident type id, or an incident type name. Incident Types are a feature which will allow customers to categorize incidents, such as a security incident, a major incident, or a fraud incident. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incident) Scoped OAuth requires: `incident_types.read`"
holdout2,pagerduty,/incidents/types/{type_id_or_name}/custom_fields/{field_id},GET,getIncidentTypeCustomField,Get an Incident Type Custom Field,"Get a custom field for an incident type. Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data, to provide additional context and support features such as customized filtering, search and analytics. Custom Fields can be applied to different incident types. Scoped OAuth requires: `custom_fields.read`"
holdout2,pagerduty,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id},GET,getIncidentTypeCustomFieldFieldOptions,Get a Field Option on a Custom Field,"Get a field option on a custom field Custom Fields (CF) are a feature which will allow customers to extend Incidents with their own custom data, to provide additional context and support features such as customized filtering, search and analytics. Custom Fields can be applied to different incident types. Scoped OAuth requires: `custom_fields.read`"
holdout2,pagerduty,/incidents/{id}/alerts,PUT,updateIncidentAlerts,Manage alerts,"Resolve multiple alerts or associate them with different incidents. An incident represents a problem or an issue that needs to be addressed and resolved. An alert represents a digital signal that was emitted to PagerDuty by the monitoring systems that detected or identified the issue. A maximum of 250 alerts may be updated at a time. If more than this number of alerts are given, the API will respond with status 413 (Request Entity Too Large). For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents) Scoped OAuth requires: `incidents.write`"
holdout2,pagerduty,/incidents/{id}/custom_fields/values,GET,getIncidentFieldValues,Get Custom Field Values,Get custom field values for an incident. Scoped OAuth requires: `incidents.read`
holdout2,pagerduty,/incidents/{id}/notes,POST,createIncidentNote,Create a note on an incident,Create a new note for the specified incident. An incident represents a problem or an issue that needs to be addressed and resolved. A maximum of 2000 notes can be added to an incident. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents) Scoped OAuth requires: `incidents.write`
holdout2,pagerduty,/incidents/{id}/related_change_events,GET,listIncidentRelatedChangeEvents,List related Change Events for an Incident,"List related Change Events for an Incident, as well as the reason these changes are correlated with the incident. Change events represent service changes such as deploys, build completion, and configuration changes, providing information that is critical during incident triage or hypercare. For more information on change events, see [Change Events](https://support.pagerduty.com/docs/change-events). The Change Correlation feature provides incident responders with recent change events that are most relevant to that incident. Change Correlation informs the responder why a particular change event "
holdout2,pagerduty,/incidents/{id}/status_updates,POST,createIncidentStatusUpdate,Create a status update on an incident,Create a new status update for the specified incident. Optionally pass `subject` and `html_message` properties in the request body to override the email notification that gets sent. An incident represents a problem or an issue that needs to be addressed and resolved. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#incidents) Scoped OAuth requires: `incidents.write`
holdout2,pagerduty,/ip_allow_lists,POST,createIpAllowList,Create an IP allow list,"> ### Early Access > This API is in Early Access and may change at any time. You must pass the `X-EARLY-ACCESS: ip-allow-lists` header on every request, and your account must be enrolled in the IP Allow Lists Early Access program. Contact your PagerDuty account team to request access. Create the account's IP allow list. Only Account Owners, Global Admins, and Account API Keys can call this endpoint. Scoped OAuth requires: `ip_allow_lists.write`"
holdout2,pagerduty,/license_allocations,GET,listLicenseAllocations,List License Allocations,List the Licenses allocated to Users within your Account Scoped OAuth requires: `licenses.read`
holdout2,pagerduty,/maintenance_windows,GET,listMaintenanceWindows,List maintenance windows,"List existing maintenance windows, optionally filtered by service and/or team, or whether they are from the past, present or future. A Maintenance Window is used to temporarily disable one or more Services for a set period of time. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#maintenance-windows) Scoped OAuth requires: `services.read`"
holdout2,pagerduty,/notifications,GET,listNotifications,List notifications,"List notifications for a given time range, optionally filtered by type (sms_notification, email_notification, phone_notification, or push_notification). A Notification is created when an Incident is triggered or escalated. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#notifications) Scoped OAuth requires: `users:notifications.read`"
holdout2,pagerduty,/paused_incident_reports/counts,GET,getPausedIncidentReportCounts,Get Paused Incident Reporting counts,Returns reporting counts for paused Incident usage for a given reporting period (maximum 6 months lookback period). Note: This feature is currently available as part of the Event Intelligence package or Digital Operations plan only. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#paused-incident-reports) Scoped OAuth requires: `incidents.read`
holdout2,pagerduty,/recommendations/event_orchestrations/services/{service_id}/rules/{recommendation_id}/dismiss,POST,dismissRecommendedRule,Dismiss a recommended rule,"Dismiss a recommended rule for a service, recording feedback on whether the recommendation was useful. Scoped OAuth requires: `recommendations.write`"
holdout2,pagerduty,/rulesets/{id},PUT,updateRuleset,Update a Ruleset,"Update a Ruleset. > ### End-of-life > Rulesets and Event Rules will end-of-life soon. We highly recommend that you [migrate to Event Orchestration](https://support.pagerduty.com/docs/migrate-to-event-orchestration) as soon as possible so you can take advantage of the new functionality, such as improved UI, rule creation, APIs and Terraform support, advanced conditions, and rule nesting. Rulesets allow you to route events to an endpoint and create collections of Event Rules, which define sets of actions to take based on event content. For more information see the [API Concepts Document](../../a"
holdout2,pagerduty,/rulesets/{id}/rules/{rule_id},PUT,updateRulesetEventRule,Update an Event Rule,"Update an Event Rule. Note that the endpoint supports partial updates, so any number of the writable fields can be provided. > ### End-of-life > Rulesets and Event Rules will end-of-life soon. We highly recommend that you [migrate to Event Orchestration](https://support.pagerduty.com/docs/migrate-to-event-orchestration) as soon as possible so you can take advantage of the new functionality, such as improved UI, rule creation, APIs and Terraform support, advanced conditions, and rule nesting. Rulesets allow you to route events to an endpoint and create collections of Event Rules, which define s"
holdout2,pagerduty,/schedules/{id},GET,getSchedule,Get a schedule,"Show detailed information about a schedule, including entries for each layer. Scoped OAuth requires: `schedules.read`"
holdout2,pagerduty,/schedules/{id}/overrides/{override_id},DELETE,deleteScheduleOverride,Delete an override,"Remove an override. You cannot remove a past override. If the override start time is before the current time, but the end time is after the current time, the override will be truncated to the current time. If the override is truncated, the status code will be 200 OK, as opposed to a 204 No Content for a successful delete. A Schedule determines the time periods that users are On-Call. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#schedules) Scoped OAuth requires: `schedules.write`"
holdout2,pagerduty,/service_dependencies/technical_services/{id},GET,getTechnicalServiceServiceDependencies,Get technical service dependencies,Get all immediate dependencies of any technical service. Technical services are also known as `services`. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#services) Scoped OAuth requires: `services.read`
holdout2,pagerduty,/services/custom_fields/{field_id},DELETE,deleteServiceCustomField,Delete a Field,Delete a Custom Field from Services. Scoped OAuth requires: `custom_fields.write`
holdout2,pagerduty,/services/custom_fields/{field_id}/field_options/{field_option_id},DELETE,deleteServiceCustomFieldOption,Delete a Field Option,Delete a field option. Scoped OAuth requires: `custom_fields.write`
holdout2,pagerduty,/services/{id},PUT,updateService,Update a service,"Update an existing service. A service may represent an application, component, or team you wish to open incidents against. There is a limit of 100,000 open Incidents per Service. If the limit is reached and you disable `auto_resolve_timeout` (set to 0 or null), the API will respond with an error. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#services) Scoped OAuth requires: `services.write`"
holdout2,pagerduty,/services/{id}/enablements,GET,listServiceFeatureEnablements,Get Enablements for a Service,"List all feature enablement settings for a service. Currently, only the `aiops` enablement is supported. For any account with the AIOps product addon, every service will have AIOps features enabled by default. **Warning conditions**: - If the account is not entitled to use AIOps features, a warning will be returned alongside the enablement data. Scoped OAuth requires: `services.read`"
holdout2,pagerduty,/services/{id}/rules,GET,listServiceEventRules,List Service's Event Rules,"List Event Rules on a Service. > ### End-of-life > Rulesets and Event Rules will end-of-life soon. We highly recommend that you [migrate to Event Orchestration](https://support.pagerduty.com/docs/migrate-to-event-orchestration) as soon as possible so you can take advantage of the new functionality, such as improved UI, rule creation, APIs and Terraform support, advanced conditions, and rule nesting. Scoped OAuth requires: `services.read`"
holdout2,pagerduty,/services/{id}/rules/{rule_id},PUT,updateServiceEventRule,Update an Event Rule on a Service,"Update an Event Rule on a Service. Note that the endpoint supports partial updates, so any number of the writable fields can be provided. > ### End-of-life > Rulesets and Event Rules will end-of-life soon. We highly recommend that you [migrate to Event Orchestration](https://support.pagerduty.com/docs/migrate-to-event-orchestration) as soon as possible so you can take advantage of the new functionality, such as improved UI, rule creation, APIs and Terraform support, advanced conditions, and rule nesting. Scoped OAuth requires: `services.write`"
holdout2,pagerduty,/sre_agent/memories/{id},DELETE,deleteSreMemory,Delete an SRE Agent memory,"Permanently delete an SRE Agent memory. Deleting a runbook may not delete it immediately from a currently running conversation, but will remove it from all future conversations. To modify an in progress conversation ask the agent to delete the runbook instead. Scoped OAuth requires: `sre_agent.write`"
holdout2,pagerduty,/standards/{id},PUT,updateStandard,Update a standard,Updates a standard Scoped OAuth requires: `standards.write`
holdout2,pagerduty,/status_dashboards/{id}/service_impacts,GET,getStatusDashboardServiceImpactsById,Get impacted Business Services for a Status Dashboard by `id`.,"Get impacted Business Services for a Status Dashboard by `id` This endpoint does not return an exhaustive list of Business Services but rather provides access to the most impacted on the specified Status Dashboard up to the limit of 200. The returned Business Services are sorted first by Impact, secondarily by most recently impacted, and finally by name. To get Impact information about a specific Business Service on the Status Dashboard that does not appear in the Impact-sorted response, use the `ids[]` parameter on the `/business_services/impacts` endpoint. Scoped OAuth requires: `status_dash"
holdout2,pagerduty,/status_pages/{id}/posts,POST,createStatusPagePost,Create a Status Page Post,Create a Post for a Status Page by Status Page ID. Scoped OAuth requires: `status_pages.write`
holdout2,pagerduty,/status_pages/{id}/posts/{post_id}/post_updates,POST,createStatusPagePostUpdate,Create a Status Page Post Update,Create a Post Update for a Post by Post ID. Scoped OAuth requires: `status_pages.write`
holdout2,pagerduty,/status_pages/{id}/posts/{post_id}/postmortem,GET,getPostmortem,Get a Post Postmortem,Get a Postmortem for a Post by Post ID. Scoped OAuth requires: `status_pages.read`
holdout2,pagerduty,/status_pages/{id}/severities/{severity_id},GET,getStatusPageSeverity,Get a Status Page Severity,Get a Severity for a Status Page by Status Page ID and Severity ID. Scoped OAuth requires: `status_pages.read`
holdout2,pagerduty,/status_pages/{id}/subscriptions/{subscription_id},DELETE,deleteStatusPageSubscription,Delete a Status Page Subscription,Delete a Subscription for a Status Page by Status Page ID and Subscription ID. Scoped OAuth requires: `status_pages.write`
holdout2,pagerduty,/tags/{id},GET,getTag,Get a tag,"Get details about an existing Tag. A Tag is applied to Escalation Policies, Teams or Users and can be used to filter them. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#tags) Scoped OAuth requires: `tags.read`"
holdout2,pagerduty,/teams/{id},GET,getTeam,Get a team,Get details about an existing team. A team is a collection of Users and Escalation Policies that represent a group of people within an organization. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#teams) Scoped OAuth requires: `teams.read`
holdout2,pagerduty,/teams/{id}/members,GET,listTeamUsers,List members of a team,Get information about members on a team. A team is a collection of Users and Escalation Policies that represent a group of people within an organization. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#teams) Scoped OAuth requires: `teams.read`
holdout2,pagerduty,/teams/{id}/users/{user_id},PUT,updateTeamUser,Add a user to a team,Add a user to a team. Attempting to add a user with the `read_only_user` role will return a 400 error. A team is a collection of Users and Escalation Policies that represent a group of people within an organization. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#teams) Scoped OAuth requires: `teams.write`
holdout2,pagerduty,/templates/{id},GET,getTemplate,Get a template,Get a single template on the account Scoped OAuth requires: `templates.read`
holdout2,pagerduty,/users/me,GET,getCurrentUser,Get the current user,Get details about the current user. This endpoint can only be used with a [user-level API key](https://support.pagerduty.com/docs/using-the-api#section-generating-a-personal-rest-api-key) or a key generated through an OAuth flow. This will not work if the request is made with an account-level access token. Users are members of a PagerDuty account that have the ability to interact with Incidents and other data on the account. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#users)
holdout2,pagerduty,/users/{id}/contact_methods,GET,getUserContactMethods,List a user's contact methods,List contact methods of your PagerDuty user. Users are members of a PagerDuty account that have the ability to interact with Incidents and other data on the account. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#users) Scoped OAuth requires: `users:contact_methods.read`
holdout2,pagerduty,/users/{id}/license,GET,getUserLicense,Get the License allocated to a User,Get the License allocated to a User Scoped OAuth requires: `licenses.read`
holdout2,pagerduty,/users/{id}/notification_rules/{notification_rule_id},PUT,updateUserNotificationRule,Update a user's notification rule,Update a user's notification rule. Users are members of a PagerDuty account that have the ability to interact with Incidents and other data on the account. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#users) Scoped OAuth requires: `users:contact_methods.write`
holdout2,pagerduty,/users/{id}/oauth_delegations/{delegation_id},GET,getUserDelegation,Get a user's delegation,"Get details about a specific OAuth delegation. This endpoint replaces the deprecated `/users/{id}/sessions/{session_id}` endpoint. **Required OAuth Scope:** For Scoped OAuth requests, this operation requires the `oauth_delegations.read` scope. Scoped OAuth requires: `oauth_delegations.read`"
holdout2,pagerduty,/users/{id}/oncall_handoff_notification_rules/{oncall_handoff_notification_rule_id},PUT,updateUserHandoffNotification,Update a User's Handoff Notification Rule,Update a User's Handoff Notification Rule. Users are members of a PagerDuty account that have the ability to interact with Incidents and other data on the account. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#users) Scoped OAuth requires: `users.write`
holdout2,pagerduty,/users/{id}/sessions/{type}/{session_id},GET,getUserSession,Get a user's session,"> ### Deprecated > This endpoint is deprecated, please use the [Get OAuth Delegation endpoint](https://developer.pagerduty.com/api-reference//e3c7cd550aa2b-get-a-user-oauth-delegation) instead. Get details about a user's session. Beginning November 2021, user sessions no longer includes newly issued OAuth tokens. Users are members of a PagerDuty account that have the ability to interact with Incidents and other data on the account. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#users) Scoped OAuth requires: `users:sessions.read`"
holdout2,pagerduty,/users/{id}/status_update_notification_rules/{status_update_notification_rule_id},PUT,updateUserStatusUpdateNotificationRule,Update a user's status update notification rule,Update a user's status update notification rule. Users are members of a PagerDuty account that have the ability to interact with Incidents and other data on the account. For more information see the [API Concepts Document](../../api-reference/a47605517c19a-api-concepts#users) Scoped OAuth requires: `users.write`
holdout2,pagerduty,/v3/schedules/{id},PUT,updateScheduleV3,Update a schedule,"> **Important note:** Shift-based schedules use the V3 API and are not compatible with V2 automations. **To create automations for Shift-Based Schedules, you need to:** > > 1. **Update your automations** to use the V3 API for all new shift-based schedules > 2. **Keep the V2 endpoint** for your existing schedules > > An upgrade tool for existing schedules is coming soon; your legacy schedules will keep working in the meantime. [Learn more](https://support.pagerduty.com/main/docs/shift-based-schedules-api-upgrade-examples). Update schedule metadata (name, description, time zone). All fields are "
holdout2,pagerduty,/v3/schedules/{id}/custom_shifts/{custom_shift_id},GET,getCustomShift,Get a custom shift,"> **Important note:** Shift-based schedules use the V3 API and are not compatible with V2 automations. **To create automations for Shift-Based Schedules, you need to:** > > 1. **Update your automations** to use the V3 API for all new shift-based schedules > 2. **Keep the V2 endpoint** for your existing schedules > > An upgrade tool for existing schedules is coming soon; your legacy schedules will keep working in the meantime. [Learn more](https://support.pagerduty.com/main/docs/shift-based-schedules-api-upgrade-examples). Retrieve a single custom shift by ID."
holdout2,pagerduty,/v3/schedules/{id}/overrides/{override_id},GET,getOverride,Get an override,"> **Important note:** Shift-based schedules use the V3 API and are not compatible with V2 automations. **To create automations for Shift-Based Schedules, you need to:** > > 1. **Update your automations** to use the V3 API for all new shift-based schedules > 2. **Keep the V2 endpoint** for your existing schedules > > An upgrade tool for existing schedules is coming soon; your legacy schedules will keep working in the meantime. [Learn more](https://support.pagerduty.com/main/docs/shift-based-schedules-api-upgrade-examples). Retrieve a single override by ID."
holdout2,pagerduty,/v3/schedules/{id}/rotations/{rotation_id},GET,getRotation,Get a rotation,"> **Important note:** Shift-based schedules use the V3 API and are not compatible with V2 automations. **To create automations for Shift-Based Schedules, you need to:** > > 1. **Update your automations** to use the V3 API for all new shift-based schedules > 2. **Keep the V2 endpoint** for your existing schedules > > An upgrade tool for existing schedules is coming soon; your legacy schedules will keep working in the meantime. [Learn more](https://support.pagerduty.com/main/docs/shift-based-schedules-api-upgrade-examples). Retrieve a rotation by ID including all its events."
holdout2,pagerduty,/v3/schedules/{id}/rotations/{rotation_id}/events/{event_id},PUT,updateEvent,Update an event,"> **Important note:** Shift-based schedules use the V3 API and are not compatible with V2 automations. **To create automations for Shift-Based Schedules, you need to:** > > 1. **Update your automations** to use the V3 API for all new shift-based schedules > 2. **Keep the V2 endpoint** for your existing schedules > > An upgrade tool for existing schedules is coming soon; your legacy schedules will keep working in the meantime. [Learn more](https://support.pagerduty.com/main/docs/shift-based-schedules-api-upgrade-examples). Update an existing event. **Restrictions based on event timing:** - **Pa"
holdout2,pagerduty,/webhook_subscriptions/oauth_clients,GET,listOauthClients,List OAuth clients,List all OAuth clients for webhook subscriptions. Maximum of 10 clients per account. Requires admin or owner role permissions.
holdout2,pagerduty,/webhook_subscriptions/{id},DELETE,deleteWebhookSubscription,Delete a webhook subscription,Deletes a webhook subscription. Scoped OAuth requires: `webhook_subscriptions.write`
holdout2,pagerduty,/workflows/integrations,GET,listWorkflowIntegrations,List Workflow Integrations,List available Workflow Integrations. Scoped OAuth requires: `workflow_integrations.read`
holdout2,pagerduty,/workflows/integrations/{integration_id}/connections/{id},DELETE,deleteWorkflowIntegrationConnection,Delete Workflow Integration Connection,Delete a Workflow Integration Connection. Scoped OAuth requires: `workflow_integrations:connections.write`
holdout2,adyen,/applePay/sessions,POST,post-applePay-sessions,Get an Apple Pay session,You need to use this endpoint if you have an API-only integration with Apple Pay which uses Adyen's Apple Pay certificate. The endpoint returns the Apple Pay session data which you need to complete the [Apple Pay session validation](https://docs.adyen.com/payment-methods/apple-pay/api-only?tab=adyen-certificate-validation_1#complete-apple-pay-session-validation).
holdout2,adyen,/cancels,POST,post-cancels,Cancel an authorised payment,"Cancels the authorisation on a payment that has not yet been [captured](https://docs.adyen.com/api-explorer/#/CheckoutService/latest/post/payments/{paymentPspReference}/captures), and returns a unique reference for this request. You get the outcome of the request asynchronously, in a [**TECHNICAL_CANCEL** webhook](https://docs.adyen.com/online-payments/cancel#cancellation-webhook). If you want to cancel a payment using the [`pspReference`](https://docs.adyen.com/api-explorer/Checkout/latest/post/payments#responses-200-pspReference), use the [`/payments/{paymentPspReference}/cancels`](https://d"
holdout2,adyen,/cardDetails,POST,post-cardDetails,Get the brands and other details of a card,"Use this endpoint to get information about the card or network token that enables you to decide on the routing of the transaction and the eligibility of the card for the type of transaction. If you include [your supported brands](https://docs.adyen.com/api-explorer/#/CheckoutService/latest/post/cardDetails__reqParam_supportedBrands) in the request, the response also tells you if you support each [brand that was identified on the card](https://docs.adyen.com/api-explorer/Checkout/latest/post/cardDetails#responses-200-brands). If you have an API-only integration and collect card data, use this e"
holdout2,adyen,/donationCampaigns,POST,post-donationCampaigns,Get a list of donation campaigns.,"Queries the available donation campaigns for a donation based on the donation context (like merchant account, currency, and locale). The response contains active donation campaigns."
holdout2,adyen,/donations,POST,post-donations,Make a donation,"Takes in the donation token generated by the `/payments` request and uses it to make the donation. For more information, see [Donations](https://docs.adyen.com/online-payments/donations)."
holdout2,adyen,/forward,POST,post-forward,Forward stored payment details,"Forwards the payment details you stored with Adyen to a third-party that you specify and returns the response from the third-party. Supports forwarding stored card details or [network tokens](https://docs.adyen.com/online-payments/network-tokenization). For more information, see [Forward stored payment details](https://docs.adyen.com/online-payments/tokenization/forward-payment-details)."
holdout2,adyen,/orders,POST,post-orders,Create an order,Creates an order to be used for partial payments. Make a POST `/orders` call before making a `/payments` call when processing payments with different payment methods.
